Nombre,Tipo,Subtipo,Estatus,Direccion Fisica,Region,Region Zipcode,Municipio,Fipcode,Zipcode,Contacto,Telefono,Tipo de Licencia,Numero de Licencia,Expiracion de Licencia,Estatus de Licencia,Capacidad
Inst.  Los Lirios Ii,Adultos Mayores,Institucion de Adultos,Operando,Urb. Park Gardens Calle Xsipi Yi-19,San Juan,902,San Juan,72127,926,Wilfredo Reyes & Haymar Merced,(939)-252-5327,Licenciado,429,5/22/2021,Vencida,13
Inst. Hogar Casa Luz,Adultos Mayores,Institucion de Adultos,Operando,"Ave. Winston Churchill #329 , Urb. El Senorial",San Juan,902,San Juan,72127,926,Elena,(787)-531-0091,Licenciado,499,6/16/2025,Al dia,13
Inst. Tesoro Del Ayer,Adultos Mayores,Institucion de Adultos,Operando,"Calle Parana #1601 Urb. El Paraiso, Rio Piedras",San Juan,902,San Juan,72127,926,Doris,(939)-777-5618,Licenciado,415,4/10/2021,Vencida,13
Inst. Hogar Victoria,Adultos Mayores,Institucion de Adultos,Operando,Parcelas Falu,San Juan,902,San Juan,72127,924,Taisha,(939)-655-2278,Licenciado,237,6/29/2024,Al dia,14
"Institucion Rest. Assured, Llc / Vintage Senior Home",Adultos Mayores,Institucion de Adultos,Operando,"Num. 530 Calle Juan Davila, Urb. Los Ingenieros, San Juan",San Juan,902,San Juan,72127,918,Delimar,(787)-520-9490,Licenciado,378,5/20/2021,Vencida,15
Hr Servicio Familiar Corp. Hogar Kalondra,Adultos Mayores,Institucion de Adultos,Operando,D-38 Calle Trevi Urb. Town Park,San Juan,902,San Juan,72127,924,Isidrelys,(787)-636-7511,Licenciado,512,9/1/2024,Al dia,15
Inst. Montpelier Longterm Care,Adultos Mayores,Institucion de Adultos,Operando,Calle Francisco Soler B-15 Urb. Iturregui,San Juan,902,San Juan,72127,924,Minelly Rodriguez,(787)-529-9830,Licenciado,507,1/13/2024,Al dia,15
Tf Nursing Home Corp,Adultos Mayores,Institucion de Adultos,Operando,Parcelas Falu,San Juan,902,San Juan,72127,924,Taysha,(939)-655-2278,Licenciado,520,2/9/2024,Al dia,15
"Inst. Los Amigos Del Hostal, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 844 Km. 3.1 Camino Segunda Unidad 1403, Sector Pomales, Cupey Bajo",San Juan,902,San Juan,72127,926,Rosa Iturriazaga,(787)-748-1426,Licenciado,351,1/5/2025,Al dia,15
Inst. Oasis De Paz,Adultos Mayores,Institucion de Adultos,Operando,Calle Zambese #160 Rio Piedras Heights,San Juan,902,San Juan,72127,926,Yanit D. Frontany,(787)-371-9561,Licenciado,445,5/30/2024,Al dia,15
Institucion Familiar Cristiano Ii,Adultos Mayores,Institucion de Adultos,Operando,"Calle Rafael Lamar 381 Urb. Roosevelt, San Juan",San Juan,902,San Juan,72127,926,Belkis,(787)-384-2492,Licenciado,335,1/30/2024,Al dia,15
Institucion Vdr Hogares De Envejecientes Inc. / Hogar,Adultos Mayores,Institucion de Adultos,Operando,"Urb. El Paraiso Calle Rodano 1616, Rio Piedras",San Juan,902,San Juan,72127,926,Ercilia,(787)-763-1813,Licenciado,246,1/30/2025,Al dia,15
Inst. Life Goodies Inc. / Dba Golden Age Care,Adultos Mayores,Institucion de Adultos,Operando,Calle Juan P Duarte #188 Urb. Floral Park,San Juan,902,San Juan,72127,917,Elba,(787)-754-0696,Licenciado,227,1/24/2024,Al dia,16
Inst. Estancia 127,Adultos Mayores,Institucion de Adultos,Operando,Urb. Los Maestros 127 Calle Hija Del Del Caribe,San Juan,902,San Juan,72127,918,Helen,(787)-363-7336,Licenciado,493,3/17/2023,Vencida,16
"Institucion Mi Rincon De Paz 2, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Francisco Soler B-19 Urb. Iturregui, San Juan",San Juan,902,San Juan,72127,920,Sandra Alvarez,(787)-960-3980,Licenciado,405,12/21/2024,Al dia,16
Institucion Hogar Los Lirios I,Adultos Mayores,Institucion de Adultos,Operando,"Urb. San Martin, Calle Luis Pardo Numero 1008",San Juan,902,San Juan,72127,924,Leida,(787)-810-5412,Licenciado,411,9/16/2020,Vencida,16
"Institucion Hogar Gosen, Inc.",Adultos Mayores,Centro de Cuido para Adultos,Operando,"Calle Dover 1409 Caparra Terrace, San",San Juan,902,San Juan,72127,921,Deira,(787)-313-0505,Licenciado,397,6/1/2025,Al dia,17
La Casa Del Sol Mi Templo Llc.,Adultos Mayores,Institucion de Adultos,Operando,1228 Calle 20 Ne Pto Nvo,San Juan,902,San Juan,72127,920,Gary,(305)-922-6300,Licenciado,L10230778,7/12/2025,Al dia,18
Inst. Tu Hogar Y Carino Ii,Adultos Mayores,Institucion de Adultos,Operando,"Calle 40 Se #1250 Urb. La Riviera, Rio Piedras",San Juan,902,San Juan,72127,921,Ilsa,(939)-260-0037,Licenciado,247,7/14/2025,Al dia,18
Inst.  Hogar San Francisco Llc,Adultos Mayores,Institucion de Adultos,Operando,405 Ave.  De Diego,San Juan,902,San Juan,72127,920,Ivan Castro / Manuel,(787)-507-0077,Licenciado,501,7/15/2025,Al dia,19
Inst. Oasis De Paz Ii,Adultos Mayores,Institucion de Adultos,Operando,Urb. La Riviera 1262 Calle 54 Se,San Juan,902,San Juan,72127,921,Yanit D. Frontany Boo,(787)-371-9561,Licenciado,468,5/25/2024,Al dia,19
Inst. Edad De Oro,Adultos Mayores,Institucion de Adultos,Operando,"Calle Rafael Sacarello Num. 1009 Urb. San Martin, Rio Piedras",San Juan,902,San Juan,72127,924,Juana Mateo,(787)-226-7483,Licenciado,410,3/12/2024,Al dia,19
"Inst. Vina Del Senor, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Eneas #799 Venus Gardens, Rio Piedras",San Juan,902,San Juan,72127,926,Iris Rivera,(787)-283-6843,Licenciado,349,2/19/2020,Vencida,19
Inst. Hogar Etapas Ii,Adultos Mayores,Institucion de Adultos,Operando,"321 Calle Sevilla Urb. Floral Park, Hato Rey",San Juan,902,San Juan,72127,917,Ruben,(939)-358-4070,Licenciado,494,3/23/2025,Al dia,20
Inst. Hogar Dulces,Adultos Mayores,Institucion de Adultos,Operando,Urb. Los Maestros Calle Juan Jose Osuma #791,San Juan,902,San Juan,72127,923,Yadira Navedo Torres,(787)-512-5453,Licenciado,444,2/1/2024,Al dia,20
"Inst. Hogar Mi Casita Dorada Home, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Parcelas Falu Calle 43  #276,San Juan,902,San Juan,72127,924,Iris Rivera,(787)-758-2581,Licenciado,367,5/5/2024,Al dia,20
Inst. El Paraiso De Israel,Adultos Mayores,Institucion de Adultos,Operando,"Calle Ronda Num. 305, Urb. Villa Andalucia, Rio Piedras",San Juan,902,San Juan,72127,926,Israel,(787)-293-6096,Licenciado,295,6/14/2024,Al dia,20
Inst. Hogar Barcelona Condado,Adultos Mayores,Institucion de Adultos,Operando,"Yardley Place #5, Comunidad Ocean Park,",San Juan,902,San Juan,72127,911,Yelitza Saez,(787)-428-7383,Licenciado,391,5/30/2020,Vencida,21
Institucion Danielas Home Care,Adultos Mayores,Institucion de Adultos,Operando,Urb. Altamesa Calle Santa Fe 1685,San Juan,902,San Juan,72127,921,Dannia,(787)-346-1157,Licenciado,440,5/27/2024,Al dia,21
"Institucion Divino Nino Jesus, Corp.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Cabo Felipe Rodriguez #623 Urb. Las Delicias, Rio Piedras",San Juan,902,San Juan,72127,925,Delmira,(787)-526-8909,Licenciado,418,5/24/2025,Al dia,21
Inst. Residencia Bula Santos Ii,Adultos Mayores,Institucion de Adultos,Operando,"Ave. De Diego #149, Urb. San Francisco",San Juan,902,San Juan,72127,936,Ivannia,(787)-763-7777,Licenciado,434,3/13/2024,Al dia,21
Inst. Senescencia Home Center,Adultos Mayores,Institucion de Adultos,Operando,"Calle Turin D-6 Ext. Villa Capri, Rio Piedras",San Juan,902,San Juan,72127,924,Francis,(787)-448-5292,Licenciado,309,3/11/2025,Al dia,22
"Hogar Vina Del Senor, Inc.",Adultos Mayores,Institucion de Adultos,Operando,799 Calle Enea,San Juan,902,San Juan,72127,926,Iris,(787)-283-6843,Licenciado,349,4/3/2024,Al dia,22
Inst. Hogar De La Edad Dorada Abuelo Gino Llc,Adultos Mayores,Institucion de Adultos,Operando,Carr. 176 Km 6.3 Bo. Cupey Alto,San Juan,902,San Juan,72127,926,Hector,(787)-412-2723,Licenciado,479,8/11/2024,Al dia,22
Institucion Hogar Manantial De Vida,Adultos Mayores,Institucion de Adultos,Operando,"Ave. Acuario 671 Urb. Venus Gardens,",San Juan,902,San Juan,72127,926,Maria,(787)-748-7242,Licenciado,330,12/8/2023,Al dia,22
"Casa Bella Elderly Home, Corp",Adultos Mayores,Institucion de Adultos,Operando,Sector La Marina #8 Camino Figueroa San Juan,San Juan,902,San Juan,72127,926,Isabel,(787)-587-1161,Licenciado,377,7/9/2025,Al dia,23
Inst. Corazon De Jesus Nursing Home,Adultos Mayores,Institucion de Adultos,Operando,"Calle Sagrado Corazon #500, Santurce",San Juan,902,San Juan,72127,915,Sixta,(787)-268-3847,Licenciado,74,5/21/2019,Vencida,24
"Inst. Hogar El Balcon, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Perez Morris Calle Mayaguez 44,San Juan,902,San Juan,72127,917,Ileana,(787)-810-4064,Licenciado,392,2/6/2024,Al dia,24
"Institucion Hogar Ashley, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Alcazar Num. 974 Urb. Villa Granada, San Juan",San Juan,902,San Juan,72127,923,Minerva,(787)-751-2814,Licenciado,277,5/24/2025,Al dia,25
"A.L.Ramos Homecare,Corp",Adultos Mayores,Institucion de Adultos,Operando,Urb. El Comandante 876 Calle Jose F Brisson,San Juan,902,San Juan,72127,924,Brenda,(787)-240-0404,Licenciado,L10230664,6/12/2025,Al dia,25
Inst. R&C Corp. The Village By Casa Bella,Adultos Mayores,Institucion de Adultos,Operando,Sector La Marina Camino Los Figueroa Km 3.5 Carr. 176 Solar B Cupey Alto,San Juan,902,San Juan,72127,926,Carlos Reyes,(787)-603-4080,Licenciado,484,1/4/2025,Al dia,25
Inst. Real Elderly Corporation,Adultos Mayores,Institucion de Adultos,Operando,"Calle 7 #1223 Ext. San Agustin, San Juan",San Juan,902,San Juan,72127,926,Ricardo,(787)-407-8114,Licenciado,509,3/14/2024,Al dia,25
Inst. Estancias Las Lomas Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Las Lomas 1778 Calle 10 S.0., Rio Piedras",San Juan,921,San Juan,72127,921,Ellen Santos,(787)-706-0703,Licenciado,384,3/10/2017,Vencida,26
Inst. Lolita Ii Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Wester 130 Rio Piedras Heights, Rio Piedras",San Juan,902,San Juan,72127,926,Carlos,(787)-460-0318,Licenciado,93,7/7/2024,Al dia,27
Inst. Hogar Etapas Corp.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Puerto Nuevo C-8 S.E. 1120-1122,San Juan,902,San Juan,72127,920,Zaidylene,(787)-599-9324,Licenciado,451,1/7/2025,Al dia,29
Inst. La Casa En Condado,Adultos Mayores,Institucion de Adultos,Operando,Calle Piccioni #1108 Condado San Juan,San Juan,902,San Juan,72127,907,Nivea L Cruz Pena,(787)-344-0162,Licenciado,355,12/12/9999,Vencida,30
Campea Caritas / Nuestra Senora De Lourdes,Adultos Mayores,CAMPEA,Operando,Calle Las Flores Numero 366,San Juan,902,San Juan,72127,912,Hna. Martha,(787)-445-6465,Licenciado,375,8/6/2019,Vencida,30
Institucion Hogar Lomas De San Agustin,Adultos Mayores,Institucion de Adultos,Operando,"Calle 13 #Z-26 Ext. San Agustin, Rio Piedras",San Juan,902,San Juan,72127,923,Juanita,(787)-220-5475,Licenciado,289,12/24/2023,Al dia,30
Hogar Casa Blanca Lourdes Llc,Adultos Mayores,Institucion de Adultos,Operando,"Calle 13 Padre Jose Maria Castaner #521, Parcelas Falu",San Juan,902,San Juan,72127,924,Wanda,(787)-210-2954,Licenciado,437,1/2/2024,Al dia,30
Inst. Hogar De Envejecientes Santa Marta,Adultos Mayores,Institucion de Adultos,Operando,"Calle 26 #398 Interior Parcelas Hill Brothers, Rio",San Juan,902,San Juan,72127,924,Ivette Vazquez,(787)-594-3085,Licenciado,395,1/26/2024,Al dia,30
Inst. Serenity Elderly Home,Adultos Mayores,Institucion de Adultos,Operando,574 Calle Lombardia Urb Villa Capri,San Juan,902,San Juan,72127,924,Andres,(787)-239-6858,Licenciado,508,2/1/2024,Al dia,30
Inst. Hogar San Gerardo Ii,Adultos Mayores,Institucion de Adultos,Operando,"Calle Colorado 1741, Urb. San Geraldo Ii, Cupey",San Juan,902,San Juan,72127,926,Daisy Andrew,(787)-765-7388,Licenciado,299,12/4/2024,Al dia,30
"Inst. Hogar Tu Familia, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle 1 Num. 1083 Villa Nevarez, Rio Piedras",San Juan,902,San Juan,72127,927,Miosotis,(787)-216-7867,Licenciado,160,3/12/2025,Al dia,30
"Mi Rincon De Paz I , Inc",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Ext. San Agustin, Calle 8 # 366 San Juan",San Juan,902,San Juan,72127,923,Sandra,(787)-960-3980,Licenciado,519,1/9/2024,Al dia,31
Inst. Aurora Home Care,Adultos Mayores,Institucion de Adultos,Operando,Ext. San Agustin Calle 10 B-11 Rio Piedras,San Juan,902,San Juan,72127,926,Adamaris Perez / Alfonso Pastrana,(787)-662-1855,Licenciado,464,3/7/2024,Al dia,31
Institucion Casa Marisol Nursing Home Ii,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Villas De Cupey Calle Platero 1800, San Juan",San Juan,902,San Juan,72127,926,Marisol Maldonado,(787)-568-6287,Licenciado,352,2/6/2025,Al dia,33
Campea El Comandante,Adultos Mayores,CAMPEA,Operando,Ave. Antonio Luciano Esq. Miguel Santi Cp-6 Urb. El Comandante,San Juan,902,San Juan,72127,924,Gladys,(787)-615-2243,Licenciado,307,6/21/2025,Al dia,35
Inst. Hogar Envejecientes Kathy Ii,Adultos Mayores,Institucion de Adultos,Operando,"Calle 36 #465 Parcelas Falu, Rio Piedras",San Juan,902,San Juan,72127,924,Mario,(787)-410-9636,Licenciado,298,5/12/2024,Al dia,35
Inst. Vivencias D.A.Z. Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Calle Lombardia Num. 575 Urb. Ext. Villa Capri, Rio Piedras",San Juan,902,San Juan,72127,924,Delia,(787)-751-8174,Licenciado,240,1/23/2024,Al dia,37
Centro De Cuido Diurno Ivadei,Adultos Mayores,Centro de Cuido para Adultos,Operando,Calle San Gregorio 1392,San Juan,902,San Juan,72127,921,Deira,(787)-313-0505,Licenciado,L10230668,6/13/2025,Al dia,40
Inst. Hogar Somos Familia Llc,Adultos Mayores,Institucion de Adultos,Operando,"Urb. San Gerardo, Calle Sta. Agueda",San Juan,902,San Juan,72127,926,Iris A. Cruz Santos,(787)-628-4038,Licenciado,480,12/12/2023,Al dia,40
Institucion Hogar Magaly Diaz,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Borinquen Garden, Calle Gardenia Cc-17, Cupey",San Juan,902,San Juan,72127,926,Magaly,(939)-788-9062,Licenciado,169,1/30/2025,Al dia,40
Inst. Centro Hogar Ebenezer Llc,Adultos Mayores,Institucion de Adultos,Operando,Calle Mayaguez Num. 18,San Juan,902,San Juan,72127,917,Jackeline,(787)-418-6000,Licenciado,492,3/23/2025,Al dia,48
Green Tree Corp.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Perez Morris Calle Nueva Num. 658,San Juan,902,San Juan,72127,917,Zayvette Bryan Palau,(787)-586-3547,Licenciado,516,2/12/2025,Al dia,49
"Institucion Casa Blanca Elderly Home, Corp.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Los Angeles 1025 Urb. Del Carmen, Rio Piedras",San Juan,902,San Juan,72127,923,Maria De Jesus Morales,(787)-505-2044,Licenciado,360,2/7/2025,Al dia,49
Casa Primavera Tresamici Management,Adultos Mayores,Institucion de Adultos,Operando,"Calle Bolivar Pagan 1019 Urb. San Martin, Rio Piedras",San Juan,902,San Juan,72127,924,Emilia Veras,(787)-758-4242,Licenciado,301,1/26/2024,Al dia,49
"Hogar De Envejecientes Ebenezer 1, Llc",Adultos Mayores,Institucion de Adultos,Operando,Urb. San Martin 1269,San Juan,902,San Juan,72127,924,Moises,(787)-203-6485,Licenciado,L10230819,8/29/2025,Al dia,49
"Inst. Corporacion Hogar Villa San Agustin Y Teresa, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 849 Km. 1.9, San Martin Bo. Santo Domingo Rio Piedras",San Juan,902,San Juan,72127,924,Naida,(787)-752-7993,Licenciado,24,3/28/2024,Al dia,49
Inst. Del Carmen Senior Living/Corp. / Hogar Del Carmen Ii,Adultos Mayores,Institucion de Adultos,Operando,"Calle 15 #1265 Ext. San Agustin, Rio Piedras",San Juan,902,San Juan,72127,926,Maria,(787)-767-8256,Licenciado,276,10/17/2023,Al dia,49
Campea Villa Palmeras,Adultos Mayores,CAMPEA,Operando,"Calle Gilberto Monroig, Esquina Palacios, Villa Palmeras, Santurce",San Juan,902,San Juan,72127,915,Sylvia,(787)-391-3361,Licenciado,417,8/25/2025,Al dia,50
Campea Villa Palmeras,Adultos Mayores,CAMPEA,Operando,Calle Gilberto Monroig Esp. Palacios Villa Palmeras,San Juan,902,San Juan,72127,915,Sylvia,(787)-391-3361,Licenciado,L10230807,8/10/2025,Al dia,50
Inst. Montehiedra Home For The Elderly,Adultos Mayores,Institucion de Adultos,Operando,Carr. 842 Km 1.9 Camino Los Romeros Bo. Caimito,San Juan,902,San Juan,72127,926,Sheila,(787)-731-3600,Licenciado,284,5/10/2023,Vencida,50
Campea Buen Consejo,Adultos Mayores,CAMPEA,Operando,"Calle Colon Esquina Vallejo #1,000, Rio Piedras",San Juan,902,San Juan,72127,926,Sonia,(787)-399-9813,Licenciado,185,9/12/2025,Al dia,55
Campea Cupey,Adultos Mayores,CAMPEA,Operando,"Carr. 176 Km 9.2, Cupey Alto",San Juan,902,San Juan,72127,926,Juan,(787)-979-0700,Licenciado,97,8/23/2025,Al dia,60
Inst. The Millenium Institute,Adultos Mayores,Institucion de Adultos,Operando,"Calle Cosme, Reparto San Lucas, Sector Canejas Carr. 1",San Juan,902,San Juan,72127,926,Ana,(787)-708-0138,Licenciado,199,1/10/2023,Vencida,60
Campea Barrio Obrero,Adultos Mayores,CAMPEA,Operando,"Ave. Borinquen #2030 Bo. Obrero, Santurce",San Juan,902,San Juan,72127,915,Maritza,(787)-413-3337,Licenciado,155,7/14/2025,Al dia,75
Centro De Edad Avanzada Hato Nuevo,Adultos Mayores,CAMPEA,Operando,"Carr. 834 K.M 1.3 Sector Laberinto, Bo. Hato Nuevo, Guaynabo P.R. 00970",San Juan,902,San Juan,72127,924,Maria,(939)-630-3055,Licenciado,15,5/22/2025,Al dia,75
"Institucion Sunrise @ Floral Park, Inc. / Sunrise Senior",Adultos Mayores,Institucion de Adultos,Operando,"Calle Ruiz Belvis #13 Urb. Floral Park, San Juan",San Juan,902,San Juan,72127,917,Miguel,(787)-939-1813,Licenciado,286,6/14/2024,Al dia,80
Inst. Insignia Living Of Pr / Dba Residence Senior Living,Adultos Mayores,Institucion de Adultos,Operando,Calle Dalmacia #1310 Puerto Nuevo,San Juan,902,San Juan,72127,920,Maritza Lamoso,(787)-200-6726,Licenciado,313,3/5/2025,Al dia,85
"Inst. Montehiedra Home Estates, Llc",Adultos Mayores,Institucion de Adultos,Operando,Camino Los Romero Bo. Caimito Km.1.9 Carr.842 Rio Piedras,San Juan,902,San Juan,72127,926,Gretchen,(787)-272-1300,Licenciado,443,1/3/2025,Al dia,86
Campea Canteras Inc.,Adultos Mayores,CAMPEA,Operando,"Calle Santa Elena #2406 , Peninsula De Cantera",San Juan,902,San Juan,72127,915,Hon. Carmen Yulin Cruz / Carmen M. Ortiz,(787)-728-0566,Licenciado,46,11/7/2023,Al dia,88
Inst. Hogar Plenitud Dorada,Adultos Mayores,Institucion de Adultos,Operando,"Jose Abad 1217 Club Manor, Rio Piedras",San Juan,902,San Juan,72127,924,Juan Andres,(787)-752-0485,Licenciado,272,4/20/2025,Al dia,94
Campea Puerto Nuevo,Adultos Mayores,CAMPEA,Operando,Ave. Rossevelt #1208 Urb. Puerto Nuevo,San Juan,902,San Juan,72127,920,Vanessa I. Gonzalez,(787)-480-5226,Licenciado,210,2/1/2024,Al dia,100
"Inst. Hogar Carmelitano, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Julian Bengoechea 1326, Urb. San Martin, Rio Piedras",San Juan,902,San Juan,72127,924,Maribelle,(787)-769-6510,Licenciado,57,2/15/2024,Al dia,190
Inst. Hogar Nuestra Senora De La Providencia,Adultos Mayores,Institucion de Adultos,Operando,Ave. Constitucion #205  (Parada #5) Puerta De Tierra,San Juan,902,San Juan,72127,901,Sor Maria,(787)-722-1331,Licenciado,9,1/26/2024,Al dia,220
Inst.  Hogar Santa Teresa Jornet,Adultos Mayores,Institucion de Adultos,Operando,"199 Ave. Las Cumbres Km. 14.3 Cupey Alto, Rio Piedras",San Juan,902,San Juan,72127,926,Sor Yolanda Cueto Ventura,(939)-268-8922,Licenciado,38,3/23/2025,Al dia,245
Edmancareinc.,Adultos Mayores,Institucion de Adultos,Operando,Carr 849 Km,San Juan,902,San Juan,72127,924,Edgar,(787)-599-2237,Licenciado,387,1/30/2024,Al dia,1
Home Care Victoria Llc,Adultos Mayores,Institucion de Adultos,Operando,Venus Gardens C- Acuario,San Juan,902,San Juan,72127,926,Valeria,(939)-317-6095,Licenciado,515,8/7/2024,Al dia,1
"Inst. Hogar Mi Buen Pastor, Inc",Adultos Mayores,Institucion de Adultos,Operando,Calle 13 I-7 Urb. Ciudad Masso,Caguas,725,San Lorenzo,72129,754,Rosa,(787)-636-4848,Licenciado,348,3/12/2025,Al dia,12
"Inst. Hogar Monterrey, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Monterrey D1 Y D 2 Calle Madrid,Caguas,725,San Lorenzo,72129,754,Pablo,(787)-309-9414,Licenciado,154,9/8/2023,Al dia,20
"Inst. Jibaros De Borinquen, Inc",Adultos Mayores,Institucion de Adultos,Operando,Bo. Florida Carr. 9929 Km. 1.1 San Lorenzo,Caguas,725,San Lorenzo,72129,754,Marianela,(787)-561-8132,Licenciado,342,4/23/2025,Al dia,22
"Inst. Casa Mi Sueno Dorado, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Hato Carr. 183 Km 6.5 , San Lorenzo",Caguas,725,San Lorenzo,72129,754,Hector,(787)-632-3885,Licenciado,354,5/25/2024,Al dia,24
Inst. Hogar Dulce Nombre De Jesus,Adultos Mayores,Institucion de Adultos,Operando,Carr. 183 Km 7.7,Caguas,725,San Lorenzo,72129,754,Carlos,(787)-736-7839,Licenciado,336,4/20/2025,Al dia,49
Campea Pilar Mangual I,Adultos Mayores,CAMPEA,Operando,"Ave. Padre Mariano Olaya, San Lorenzo",Caguas,725,San Lorenzo,72129,754,Paula De Jesus,(787)-736-4831,Licenciado,38,5/3/2025,Al dia,60
Campea Pilar Mangual Ii,Adultos Mayores,CAMPEA,Operando,"Carr. 745 Km. 3.4, Sector Goyo Rosario, Bo. Espino",Caguas,725,San Lorenzo,72129,754,Paula,(787)-736-4831,Licenciado,30,5/29/2025,Al dia,60
Dora Soto Perez,Adultos Mayores,Hogar Sustituto,Operando,"Carr. 435 Km 7.8 Bo. Perchas, San Sebastian",Aguadilla,603,San Sebastian,72131,685,Dora,(787)-628-1631,Licenciado,73,6/23/2025,Al dia,5
Hogar Sustituto La Montana,Adultos Mayores,Hogar Sustituto,Operando,Bo. Altosano Carr 109 Km 24.5,Aguadilla,603,San Sebastian,72131,685,Delayna Hernandez Pagan,(787)-485-7739,Licenciado,149,10/3/2024,Al dia,6
Hs Hogar El Shadday,Adultos Mayores,Hogar Sustituto,Operando,Carr. 109 Km 27.7 Bo. Culebrinas,Aguadilla,603,San Sebastian,72131,685,Nick Velez Roman,(939)-366-6296,Licenciado,144,2/27/2024,Al dia,6
"ARbol De Vida, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Urb. San Antonio De La Plata, Calle Ruben #96",Aguadilla,603,San Sebastian,72131,685,Dianoly,(787)-648-4793,Licenciado,262,8/1/2024,Al dia,8
Hogar Esperanza De Vida,Adultos Mayores,Institucion de Adultos,Operando,Carr. 111 Km 8.0 Bo. Cruz,Aguadilla,603,San Sebastian,72131,685,Ashley,(787)-988-0963,Licenciado,243,5/31/2025,Al dia,10
Inst. Paraiso Escondido,Adultos Mayores,Institucion de Adultos,Operando,Carr. 423 Int. Km 5.7 Bo. Sonador,Aguadilla,603,San Sebastian,72131,685,Carmen Montalvo,(787)-236-5291,Licenciado,239,11/20/2023,Al dia,18
Hogar Fe Y Esperanza Corp,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 109 Km 26.1 Int. Bo. Culebrinas, San Sebastian",Aguadilla,603,San Sebastian,72131,685,Mildred Rodriguez,(787)-222-8801,Licenciado,214,6/27/2025,Al dia,19
"Cuido De Envejecientes Senderos De Amor, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 111 Int. 470 Km 1.0 Int. Bo. Juncal Sector Ballaja,Aguadilla,603,San Sebastian,72131,685,Anthony,(787)-635-1695,Licenciado,207,12/15/2024,Al dia,20
Hogar De Ancianos Una Aventura Dorada Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 125 Km 13.0 Bo. Hato Arriba,Aguadilla,603,San Sebastian,72131,685,Erika,(787)-669-3476,Licenciado,263,9/1/2024,Al dia,20
"Inst. Hogar Las Veredas, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 125 Km 22.7 Bo. Piedras Blancas, San Sebastian",Aguadilla,603,San Sebastian,72131,685,Maribel,(787)-396-7440,Licenciado,185,5/10/2024,Al dia,20
Hogar Nemesis Inc,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 109, Km 25 Bo. Altozano, San Sebastian",Aguadilla,603,San Sebastian,72131,685,Nitza,(787)-306-1090,Licenciado,90,3/20/2025,Al dia,27
Inst. Instituto Bienestar Integridad De La Vejez,Adultos Mayores,Institucion de Adultos,Operando,Carr. 445 Km 6.9 Bo. Saltos 2,Aguadilla,603,San Sebastian,72131,685,Alberto,(787)-597-3427,Licenciado,145,5/18/2024,Al dia,34
Centro Comunidad Para Envejecientes / Ciudad De Oro,Adultos Mayores,CAMPEA,Operando,500 Avenida Flamboyan Urb. El Culebrinas,Aguadilla,603,San Sebastian,72131,685,Cynthia,(787)-464-0559,Licenciado,L01230663,6/11/2025,Al dia,40
Hogar Divino Amanecer Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 111 Km 28.0 Bo. Juncal,Aguadilla,603,San Sebastian,72131,685,Maria,(787)-239-9420,Licenciado,179,7/10/2025,Al dia,43
Hogar Vista A La Montana Inc,Adultos Mayores,Institucion de Adultos,Operando,Carr. 119 Km 25.4 Bo. Guajataca,Aguadilla,603,San Sebastian,72131,685,Nuelma,(939)-200-6156,Licenciado,L01221108,11/7/2024,Al dia,44
Centro Geriatrico,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 111 Km 26.5 Bo. Juncal, San Sebastian",Aguadilla,603,San Sebastian,72131,685,Grisely,(787)-590-5999,Licenciado,191,9/18/2024,Al dia,49
